"PERSON_ID","FULLNAME","DOB","CURRENT_HEIGHT","CURRENT_WEIGHT","SEASON_ID","SQUAD_NAME","POSITION_NAME","JUMPER_NO","CAREER_MATCHES_PRE_2018"
250340,"David Armitage","1988-06-16",185,88,2018,"St Kilda","Mid-Fwd",20,152
298091,"Logan Austin","1995-07-08",196,87,2018,"St Kilda","Key Def",24,13
998134,"Josh Battle","1998-09-01",193,92,2018,"St Kilda","Key Fwd",26,1
296351,"Jack Billings","1995-08-18",184,83,2018,"St Kilda","Gen Fwd",15,64
260310,"Nathan Brown","1988-12-17",196,100,2018,"St Kilda","Key Def",22,152
291492,"Josh Bruce","1992-06-08",197,103,2018,"St Kilda","Key Fwd",27,88
290641,"Jake Carlisle","1991-10-01",200,103,2018,"St Kilda","Key Def",2,107
1002264,"Hunter Clark","1999-03-26",187,82,2018,"St Kilda","Gen Def",11,0
1002266,"Oscar Clavarino","1999-05-22",197,93,2018,"St Kilda","Key Def",38,0
1005717,"Nick Coffield","1999-10-23",191,87,2018,"St Kilda","Gen Def",33,0
1007158,"Ray Connellan","1994-06-29",191,85,2018,"St Kilda","Gen Fwd",40,0
294429,"Luke Dunstan","1995-01-29",185,85,2018,"St Kilda","Mid",7,69
297433,"Nathan Freeman","1995-06-16",183,85,2018,"St Kilda","Wing",10,0
260113,"Jarryn Geary","1988-06-23",183,83,2018,"St Kilda","Gen Def",14,163
250134,"Sam Gilbert","1986-08-19",194,90,2018,"St Kilda","Key Def",19,197
298316,"Hugh Goddard","1996-08-24",197,96,2018,"St Kilda","Key Def",23,9
298421,"Jade Gresham","1997-08-24",179,81,2018,"St Kilda","Gen Fwd",4,40
294266,"Tom Hickey","1991-03-06",202,99,2018,"St Kilda","Ruck",1,66
1003520,"Darragh Joyce","1997-04-23",195,95,2018,"St Kilda","Key Def",39,0
1004989,"Doulton Langlands","1999-07-29",187,83,2018,"St Kilda","Mid-Fwd",46,0
993917,"Ben Long","1997-08-21",184,82,2018,"St Kilda","Gen Fwd",21,4
291828,"Billy Longer","1993-05-12",203,101,2018,"St Kilda","Ruck",18,60
992000,"Jack Lonie","1996-08-13",175,74,2018,"St Kilda","Gen Fwd",13,39
992468,"Rowan Marshall","1995-11-24",201,106,2018,"St Kilda","Key Fwd",43,1
298312,"Paddy McCartin","1996-04-19",195,97,2018,"St Kilda","Key Fwd",32,22
298265,"Daniel McKenzie","1996-05-17",185,83,2018,"St Kilda","Gen Def",36,21
294596,"Tim Membrey","1994-05-26",190,91,2018,"St Kilda","Key Fwd",28,50
296452,"Darren Minchington","1993-12-09",179,80,2018,"St Kilda","Mid",41,28
291773,"Jack Newnes","1993-02-24",185,83,2018,"St Kilda","Mid-Fwd",16,113
1004985,"Ben Paton","1998-10-19",187,82,2018,"St Kilda","Gen Fwd",45,0
1002213,"Ed Phillips","1998-03-29",187,82,2018,"St Kilda","Wing",30,0
294621,"Lewis Pierce","1994-11-16",203,103,2018,"St Kilda","Ruck",42,1
996716,"Bailey Rice","1997-02-10",186,88,2018,"St Kilda","Gen Def",37,0
280933,"Dylan Roberton","1991-06-21",194,92,2018,"St Kilda","Gen Def",17,124
293846,"Sebastian Ross","1993-05-07",188,88,2018,"St Kilda","Mid",6,81
280858,"Shane Savage","1991-01-05",187,82,2018,"St Kilda","Gen Def",5,123
994389,"Jack Sinclair","1995-02-12",181,81,2018,"St Kilda","Wing",35,44
296205,"Jack Steele","1995-12-13",187,90,2018,"St Kilda","Mid",9,37
270912,"Jack Steven","1990-03-28",180,85,2018,"St Kilda","Mid",3,154
280946,"Koby Stevens","1991-06-18",189,87,2018,"St Kilda","Mid",25,89
290757,"Jimmy Webster","1993-06-28",188,83,2018,"St Kilda","Gen Def",29,68
281024,"Maverick Weller","1992-02-13",182,87,2018,"St Kilda","Gen Fwd",44,108
993821,"Brandon White","1997-01-13",189,84,2018,"St Kilda","Gen Def",31,4
294317,"Nathan Wright","1994-02-16",185,79,2018,"St Kilda","Gen Fwd",34,33
294469,"Aliir Aliir","1994-09-05",194,99,2018,"Sydney Swans","Key Def",36,16
1008091,"Joel Amartey","1999-09-02",197,96,2018,"Sydney Swans","Key Fwd",46,0
1002291,"James Bell","1999-02-10",183,82,2018,"Sydney Swans","Mid-Fwd",32,0
998208,"Jake Brown","1998-03-19",185,77,2018,"Sydney Swans","Mid",41,0
990291,"Darcy Cameron","1995-07-18",204,101,2018,"Sydney Swans","Ruck",17,0
291978,"Harry Cunningham","1993-12-06",181,78,2018,"Sydney Swans","Wing",7,81
992242,"Jordan Dawson","1997-04-09",191,85,2018,"Sydney Swans","Gen Fwd",34,1
998103,"Oliver Florent","1998-07-22",184,80,2018,"Sydney Swans","Wing",13,9
298112,"Jordan Foote","1996-01-02",184,81,2018,"Sydney Swans","Mid",6,6
291848,"Robbie Fox","1993-04-16",185,85,2018,"Sydney Swans","Gen Fwd",42,3
240399,"Lance Franklin","1987-01-30",199,105,2018,"Sydney Swans","Key Fwd",23,271
240072,"Heath Grundy","1986-06-02",192,103,2018,"Sydney Swans","Key Def",39,237
290117,"Dan Hannebery","1991-02-24",181,82,2018,"Sydney Swans","Wing",4,193
997100,"Will Hayward","1998-10-26",186,86,2018,"Sydney Swans","Gen Fwd",9,17
298539,"Isaac Heeney","1996-05-05",185,83,2018,"Sydney Swans","Mid-Fwd",5,58
294036,"George Hewett","1995-12-29",187,85,2018,"Sydney Swans","Mid",29,48
240226,"Kieren Jack","1987-06-28",178,82,2018,"Sydney Swans","Mid-Fwd",15,229
291450,"Alex Johnson","1992-03-02",194,88,2018,"Sydney Swans","Key Def",2,45
991988,"Zak Jones","1995-03-15",181,83,2018,"Sydney Swans","Gen Def",10,54
260382,"Josh P. Kennedy","1988-06-20",188,95,2018,"Sydney Swans","Mid",12,204
1004949,"Matthew Ling","1999-04-21",184,80,2018,"Sydney Swans","Wing",19,0
295342,"Jake Lloyd","1993-09-20",180,79,2018,"Sydney Swans","Gen Def",44,92
998662,"Jack Maibaum","1998-03-27",193,91,2018,"Sydney Swans","Key Def",21,0
296840,"Harrison Marsh","1994-01-13",189,85,2018,"Sydney Swans","Gen Def",31,16
1008198,"Tom McCartin","1999-12-30",193,90,2018,"Sydney Swans","Key Fwd",30,0
230253,"Jarrad McVeigh","1985-04-07",184,81,2018,"Sydney Swans","Gen Def",3,300
996743,"Lewis Melican","1996-11-04",194,97,2018,"Sydney Swans","Key Def",43,17
993905,"Callum Mills","1997-04-02",187,83,2018,"Sydney Swans","Gen Def",14,46
298144,"Sam Naismith","1992-07-16",205,103,2018,"Sydney Swans","Ruck",35,28
297907,"Nic Newman","1993-01-15",187,81,2018,"Sydney Swans","Gen Def",28,20
997842,"Colin O'Riordan","1995-10-12",186,87,2018,"Sydney Swans","Gen Def",38,0
996765,"Tom Papley","1996-07-13",177,77,2018,"Sydney Swans","Gen Fwd",11,40
290778,"Luke Parker","1992-10-25",183,87,2018,"Sydney Swans","Mid",26,151
1002138,"Toby Pink","1998-08-11",195,90,2018,"Sydney Swans","Key Fwd",47,0
290307,"Dane Rampe","1990-06-02",188,87,2018,"Sydney Swans","Key Def",24,115
290188,"Sam Reid","1991-12-27",196,100,2018,"Sydney Swans","Key Fwd",20,120
294638,"Daniel Robinson","1994-07-03",184,88,2018,"Sydney Swans","Gen Fwd",27,16
291357,"Gary Rohan","1991-06-07",189,95,2018,"Sydney Swans","Gen Fwd",16,95
1004880,"Ben Ronke","1997-12-18",183,75,2018,"Sydney Swans","Gen Fwd",25,0
297107,"James Rose","1996-04-16",186,90,2018,"Sydney Swans","Gen Fwd",1,8
294737,"Callum Sinclair","1989-09-23",199,98,2018,"Sydney Swans","Ruck",18,64
250338,"Nick Smith","1988-06-12",183,82,2018,"Sydney Swans","Gen Def",40,191
1008080,"Ryley Stoddart","1999-10-15",185,82,2018,"Sydney Swans","Gen Fwd",33,0
1002238,"Angus Styles","1999-05-03",184,77,2018,"Sydney Swans","Mid",45,0
270742,"Kurt Tippett","1987-05-08",202,106,2018,"Sydney Swans","Key Fwd",8,178
295695,"Dean Towers","1990-05-04",189,88,2018,"Sydney Swans","Gen Fwd",22,49
291947,"Brendon Ah Chee","1993-12-21",189,88,2018,"West Coast Eagles","Gen Fwd",41,27
1004356,"Brayden Ainsworth","1998-11-21",185,78,2018,"West Coast Eagles","Mid-Fwd",33,0
992111,"Matthew Allen","1997-10-18",193,90,2018,"West Coast Eagles","Mid-Fwd",43,0
1004385,"Oscar Allen","1999-03-19",194,91,2018,"West Coast Eagles","Key Def",12,0
990290,"Tom Barrass","1995-10-08",197,96,2018,"West Coast Eagles","Key Def",37,32
996562,"Tarir Bayok","1998-03-08",176,75,2018,"West Coast Eagles","Mid-Fwd",42,0
1002300,"Jarrod Brander","1999-02-11",196,94,2018,"West Coast Eagles","Key Fwd",10,0
998107,"Hamish Brayshaw","1998-02-09",188,90,2018,"West Coast Eagles","Mid",22,0
1009163,"Ryan Burrows","1998-11-13",188,80,2018,"West Coast Eagles","Gen Def",32,0
993820,"Tom Cole","1997-05-28",188,82,2018,"West Coast Eagles","Gen Def",28,6
290826,"Jamie Cripps","1992-04-23",183,83,2018,"West Coast Eagles","Gen Fwd",15,119
290838,"Jack Darling","1992-06-13",191,95,2018,"West Coast Eagles","Key Fwd",27,151
298268,"Liam Duggan","1996-12-11",185,84,2018,"West Coast Eagles","Gen Def",14,46
1002390,"Callan England","1999-10-15",181,73,2018,"West Coast Eagles","Mid-Fwd",46,0
290801,"Andrew Gaff","1992-06-16",183,85,2018,"West Coast Eagles","Wing",3,156
240283,"Shannon Hurn","1987-09-04",187,95,2018,"West Coast Eagles","Gen Def",25,223
281052,"Mark Hutchings","1991-05-25",182,84,2018,"West Coast Eagles","Mid",34,75
281281,"Lewis Jetta","1989-05-04",183,81,2018,"West Coast Eagles","Gen Def",23,154
296432,"Malcolm Karpany","1995-06-01",177,77,2018,"West Coast Eagles","Mid-Fwd",39,7
240406,"Josh J. Kennedy","1987-08-25",196,101,2018,"West Coast Eagles","Key Fwd",17,207
240119,"Mark LeCras","1986-08-30",183,80,2018,"West Coast Eagles","Gen Fwd",2,196
290746,"Scott Lycett","1992-09-26",203,98,2018,"West Coast Eagles","Ruck",29,50
250317,"Eric Mackenzie","1988-05-19",197,100,2018,"West Coast Eagles","Key Def",16,147
261290,"Chris Masten","1989-05-02",180,78,2018,"West Coast Eagles","Wing",7,174
294859,"Jeremy McGovern","1992-04-15",197,99,2018,"West Coast Eagles","Key Def",20,79
291929,"Fraser McInnes","1993-07-19",198,96,2018,"West Coast Eagles","Key Fwd",36,11
993827,"Kurt Mutimer","1997-03-11",185,84,2018,"West Coast Eagles","Gen Def",38,4
271045,"Nic Naitanui","1990-05-04",202,110,2018,"West Coast Eagles","Ruck",9,146
298298,"Jackson Nelson","1996-03-15",188,85,2018,"West Coast Eagles","Gen Def",30,32
993877,"Tony Olango","1998-09-02",201,88,2018,"West Coast Eagles","Ruck",40,0
297703,"Luke Partington","1997-03-05",181,79,2018,"West Coast Eagles","Mid",24,6
1006550,"Jack Petruccelle","1999-04-12",187,82,2018,"West Coast Eagles","Gen Fwd",21,0
281373,"Jack Redden","1990-12-09",190,83,2018,"West Coast Eagles","Mid",8,163
296225,"Willie Rioli","1995-06-04",175,77,2018,"West Coast Eagles","Gen Fwd",44,0
997823,"Josh Rotham","1998-02-25",193,88,2018,"West Coast Eagles","Key Def",35,0
1004364,"Liam Ryan","1996-10-02",180,75,2018,"West Coast Eagles","Gen Fwd",1,0
261214,"Will Schofield","1989-01-24",197,94,2018,"West Coast Eagles","Key Def",31,164
296296,"Dom Sheed","1995-04-10",187,87,2018,"West Coast Eagles","Mid",4,60
281080,"Brad Sheppard","1991-05-23",187,85,2018,"West Coast Eagles","Gen Def",5,131
280078,"Luke Shuey","1990-06-02",184,90,2018,"West Coast Eagles","Mid",13,157
280959,"Nathan Vardy","1991-06-25",200,98,2018,"West Coast Eagles","Ruck",19,47
998414,"Daniel Venables","1998-11-19",187,83,2018,"West Coast Eagles","Gen Fwd",18,0
996554,"Jake Waterman","1998-05-06",192,92,2018,"West Coast Eagles","Gen Fwd",45,0
298474,"Francis Watson","1995-09-29",187,83,2018,"West Coast Eagles","Gen Def",26,0
292128,"Elliot Yeo","1993-10-01",190,90,2018,"West Coast Eagles","Mid",6,107
294168,"Marcus Adams","1993-06-30",191,99,2018,"Western Bulldogs","Key Def",25,21
295608,"Shane Biggs","1991-08-05",187,84,2018,"Western Bulldogs","Gen Def",24,58
297373,"Marcus Bontempelli","1995-11-24",193,96,2018,"Western Bulldogs","Mid",4,85
296367,"Tom Boyd","1995-08-22",200,103,2018,"Western Bulldogs","Ruck",17,49
290246,"Tom Campbell","1991-11-02",201,105,2018,"Western Bulldogs","Ruck",15,42
993840,"Kieran Collins","1997-12-14",194,100,2018,"Western Bulldogs","Key Def",32,1
991939,"Zaine Cordy","1996-10-27",193,94,2018,"Western Bulldogs","Key Def",12,30
293651,"Hayden Crozier","1993-12-24",185,81,2018,"Western Bulldogs","Gen Def",9,69
291526,"Luke Dahlhaus","1992-08-21",179,77,2018,"Western Bulldogs","Mid-Fwd",6,137
996708,"Bailey Dale","1996-07-22",184,85,2018,"Western Bulldogs","Mid-Fwd",31,30
295136,"Caleb Daniel","1996-07-07",168,70,2018,"Western Bulldogs","Gen Fwd",35,54
295712,"Tory Dickson","1987-09-26",184,90,2018,"Western Bulldogs","Gen Fwd",29,88
993834,"Josh Dunkley","1997-01-09",190,90,2018,"Western Bulldogs","Mid-Fwd",5,24
1004592,"Tim English","1997-08-10",205,98,2018,"Western Bulldogs","Ruck",44,2
298277,"Billy Gowers","1996-06-10",187,89,2018,"Western Bulldogs","Gen Fwd",26,0
1006303,"Fergus Greene","1997-12-20",187,80,2018,"Western Bulldogs","Gen Fwd",30,0
296369,"Mitch Honeychurch","1995-03-02",175,70,2018,"Western Bulldogs","Mid-Fwd",22,22
294557,"Lachie Hunter","1994-12-13",182,84,2018,"Western Bulldogs","Wing",7,84
294101,"Jason Johannisen","1992-11-08",181,82,2018,"Western Bulldogs","Gen Def",39,84
295313,"Lin Jong","1993-06-04",188,93,2018,"Western Bulldogs","Mid-Fwd",46,51
290799,"Tom Liberatore","1992-05-16",182,87,2018,"Western Bulldogs","Mid",21,116
1003130,"Patrick Lipinski","1998-07-17",187,84,2018,"Western Bulldogs","Mid-Fwd",27,1
994410,"Brad Lynch","1997-07-11",189,85,2018,"Western Bulldogs","Gen Def",36,0
295467,"Jack Macrae","1994-08-03",191,89,2018,"Western Bulldogs","Mid",11,99
996483,"Toby McLean","1996-01-31",180,82,2018,"Western Bulldogs","Mid-Fwd",16,38
250712,"Dale Morris","1982-12-29",190,91,2018,"Western Bulldogs","Key Def",38,241
1004922,"Nathan Mullenger-McHugh","1997-05-29",196,88,2018,"Western Bulldogs","Key Def",40,0
1002404,"Aaron Naughton","1999-11-30",195,91,2018,"Western Bulldogs","Key Def",33,0
271439,"Liam Picken","1986-08-01",184,81,2018,"Western Bulldogs","Mid-Fwd",42,198
1002383,"Callum Porter","1999-02-22",182,82,2018,"Western Bulldogs","Mid",28,0
292030,"Jack Redpath","1990-12-13",194,99,2018,"Western Bulldogs","Key Fwd",43,34
1008280,"Ed Richards","1999-07-03",185,87,2018,"Western Bulldogs","Gen Def",20,0
291814,"Fletcher Roberts","1993-06-03",196,92,2018,"Western Bulldogs","Key Def",18,47
280012,"Jordan Roughead","1990-11-03",200,100,2018,"Western Bulldogs","Ruck",23,126
993841,"Josh Schache","1997-08-21",200,96,2018,"Western Bulldogs","Key Fwd",13,27
293847,"Clay Smith","1993-05-11",182,85,2018,"Western Bulldogs","Gen Fwd",14,55
992054,"Roarke Smith","1996-09-11",181,83,2018,"Western Bulldogs","Gen Def",37,2
270732,"Matthew Suckling","1988-07-25",187,85,2018,"Western Bulldogs","Gen Def",1,141
280013,"Jackson Trengove","1990-11-02",197,101,2018,"Western Bulldogs","Key Def",8,153
291545,"Mitch Wallis","1992-10-24",185,86,2018,"Western Bulldogs","Mid-Fwd",3,105
298307,"Lukas Webb","1996-03-04",187,84,2018,"Western Bulldogs","Gen Fwd",19,19
992351,"Bailey Williams","1997-10-10",187,88,2018,"Western Bulldogs","Gen Def",34,18
281139,"Easton Wood","1989-09-04",185,86,2018,"Western Bulldogs","Gen Def",10,125
997316,"Lewis Young","1998-12-20",197,101,2018,"Western Bulldogs","Key Def",2,7
294472,"Rory Atkins","1994-07-12",186,85,2019,"Adelaide Crows","Wing",21,57
240060,"Eddie Betts","1986-11-26",174,74,2019,"Adelaide Crows","Gen Fwd",18,277
293193,"Luke Brown","1992-09-22",181,81,2019,"Adelaide Crows","Gen Def",16,115
1004995,"Jordon Butts","1999-12-31",198,89,2019,"Adelaide Crows","Key Def",41,0
297401,"Matt Crouch","1995-04-21",181,82,2019,"Adelaide Crows","Mid",5,72
294307,"Brad Crouch","1994-01-14",185,85,2019,"Adelaide Crows","Mid",2,61
298417,"Ben Davis","1997-05-19",189,86,2019,"Adelaide Crows","Gen Fwd",40,0
1000932,"Tom Doedee","1997-03-01",188,89,2019,"Adelaide Crows","Gen Def",39,0
240370,"Richard Douglas","1987-02-06",181,79,2019,"Adelaide Crows","Gen Fwd",26,220
293479,"Cameron Ellis-Yolmen","1993-01-28",190,100,2019,"Adelaide Crows","Mid",28,14
999331,"Darcy Fogarty","1999-09-25",195,99,2019,"Adelaide Crows","Key Fwd",32,0
998106,"Jordan Gallucci","1998-05-04",184,77,2019,"Adelaide Crows","Gen Fwd",7,1
250417,"Bryce Gibbs","1989-03-15",188,85,2019,"Adelaide Crows","Mid",6,231
281091,"Hugh Greenwood","1992-03-06",191,94,2019,"Adelaide Crows","Mid-Fwd",1,15
1008159,"Will Hamill","2000-11-17",187,75,2019,"Adelaide Crows","Gen Def",35,0
290228,"Kyle Hartigan","1991-11-07",194,101,2019,"Adelaide Crows","Key Def",15,69
1005199,"Elliott Himmelberg","1998-06-04",200,98,2019,"Adelaide Crows","Key Fwd",34,0
992597,"Paul Hunter","1993-02-09",200,104,2019,"Adelaide Crows","Ruck",37,0
270811,"Sam Jacobs","1988-04-10",202,104,2019,"Adelaide Crows","Ruck",24,174
294828,"Josh Jenkins","1989-02-08",200,107,2019,"Adelaide Crows","Key Fwd",4,114
1006203,"Chayce Jones","2000-01-14",181,81,2019,"Adelaide Crows","Gen Fwd",20,0
290797,"Alex Keath","1992-01-20",197,96,2019,"Adelaide Crows","Key Def",42,6
297473,"Jake Kelly","1995-01-21",190,91,2019,"Adelaide Crows","Gen Def",8,34
295103,"Riley Knight","1995-03-27",182,80,2019,"Adelaide Crows","Gen Fwd",3,31
293222,"Rory Laird","1993-12-29",177,78,2019,"Adelaide Crows","Gen Def",29,101
270938,"Tom Lynch","1990-09-15",193,88,2019,"Adelaide Crows","Gen Fwd",27,106
250362,"David Mackay","1988-07-25",181,77,2019,"Adelaide Crows","Wing",14,185
298470,"Shane McAdam","1995-05-28",183,82,2019,"Adelaide Crows","Gen Fwd",23,0
1008185,"Ned McHenry","2000-07-13",178,75,2019,"Adelaide Crows","Mid",25,0
997206,"Andrew McPherson","1999-06-20",186,86,2019,"Adelaide Crows","Gen Def",36,0
990882,"Wayne Milera","1997-09-14",185,84,2019,"Adelaide Crows","Gen Def",30,24
1000998,"Lachlan Murphy","1998-12-04",175,77,2019,"Adelaide Crows","Gen Fwd",44,0
297523,"Reilly O'Brien","1995-08-20",202,102,2019,"Adelaide Crows","Ruck",43,2
270296,"Andy Otten","1989-05-15",192,93,2019,"Adelaide Crows","Gen Def",22,98
1000908,"Myles Poholke","1998-07-10",187,85,2019,"Adelaide Crows","Gen Fwd",10,0
294733,"Paul Seedsman","1992-01-22",190,84,2019,"Adelaide Crows","Wing",11,69
1006136,"Lachlan Sholl","2000-03-07",187,82,2019,"Adelaide Crows","Gen Def",38,0
270963,"Rory Sloane","1990-03-17",182,82,2019,"Adelaide Crows","Mid",9,165
291748,"Brodie Smith","1992-01-14",189,87,2019,"Adelaide Crows","Gen Def",33,143
997230,"Tyson Stengle","1998-10-19",175,74,2019,"Adelaide Crows","Gen Fwd",17,2
1008752,"Kieran Strachan","1995-10-05",204,102,2019,"Adelaide Crows","Key Fwd",45,0
280934,"Daniel Talia","1991-10-02",197,99,2019,"Adelaide Crows","Key Def",12,146
280506,"Taylor Walker","1990-04-25",194,102,2019,"Adelaide Crows","Key Fwd",13,153
295964,"Patrick Wilson","1994-12-11",190,90,2019,"Adelaide Crows","Mid",31,0
294168,"Marcus Adams","1993-06-30",191,99,2019,"Brisbane Lions","Key Def",24,21
998268,"Jacob Allison","1998-04-16",195,90,2019,"Brisbane Lions","Wing",19,5
996059,"Harris Andrews","1996-12-11",201,100,2019,"Brisbane Lions","Key Def",31,58
1005053,"Noah Answerth","1999-08-06",183,82,2019,"Brisbane Lions","Gen Def",43,0
1002312,"Zac Bailey","1999-09-23",181,85,2019,"Brisbane Lions","Gen Def",33,0
1002351,"Connor Ballenden","1999-03-29",198,101,2019,"Brisbane Lions","Key Fwd",38,0
280863,"Ryan Bastinac","1991-06-22",186,82,2019,"Brisbane Lions","Wing",4,159
998133,"Jarrod Berry","1998-02-05",192,89,2019,"Brisbane Lions","Mid",7,16
1006100,"Thomas Berry","2000-05-01",185,79,2019,"Brisbane Lions","Gen Fwd",13,0
990609,"Charlie Cameron","1994-07-05",180,78,2019,"Brisbane Lions","Gen Fwd",23,73
280918,"Allen Christensen","1991-05-19",176,80,2019,"Brisbane Lions","Gen Fwd",3,98
994047,"Cedric Cox","1997-08-19",183,83,2019,"Brisbane Lions","Gen Fwd",20,8
297406,"Tom Cutler","1995-02-20",192,89,2019,"Brisbane Lions","Wing",26,45
290326,"Matt Eagles","1990-02-09",199,96,2019,"Brisbane Lions","Key Def",41,0
1013532,"Tom Fullarton","1999-02-23",199,94,2019,"Brisbane Lions","Key Fwd",47,0
296269,"Darcy Gardiner","1995-09-22",192,90,2019,"Brisbane Lions","Gen Def",27,62
1004863,"Mitchell Hinge","1998-06-26",190,89,2019,"Brisbane Lions","Wing",22,0
993953,"Eric Hipwood","1997-09-13",203,90,2019,"Brisbane Lions","Key Fwd",30,30
220047,"Luke Hodge","1984-06-15",185,92,2019,"Brisbane Lions","Gen Def",2,305
1006150,"Tom Joyce","2000-03-07",180,82,2019,"Brisbane Lions","Mid",32,0
993946,"Ben Keays","1997-02-23",185,87,2019,"Brisbane Lions","Mid-Fwd",1,26
291548,"Ryan Lester","1992-08-26",191,85,2019,"Brisbane Lions","Gen Def",35,102
998105,"Corey Lyons","1998-05-31",181,83,2019,"Brisbane Lions","Mid",39,0
293716,"Jarryd Lyons","1992-07-22",184,84,2019,"Brisbane Lions","Mid",17,73
1013978,"James Madden","1999-11-15",188,86,2019,"Brisbane Lions","Gen Def",42,0
280763,"Stefan Martin","1986-11-17",198,103,2019,"Brisbane Lions","Ruck",12,136
993828,"Rhys Mathieson","1997-01-10",186,87,2019,"Brisbane Lions","Mid-Fwd",36,24
293581,"Lincoln McCarthy","1993-10-22",177,82,2019,"Brisbane Lions","Gen Fwd",11,27
1000978,"Hugh McCluggage","1998-03-03",186,86,2019,"Brisbane Lions","Wing",6,18
1006085,"Connor McFadyen","2000-12-04",190,90,2019,"Brisbane Lions","Gen Fwd",45,0
1005521,"Oscar McInerney","1994-07-10",204,112,2019,"Brisbane Lions","Ruck",46,0
297504,"Daniel McStay","1995-06-24",195,98,2019,"Brisbane Lions","Key Fwd",25,60
293535,"Lachie Neale","1993-05-24",178,84,2019,"Brisbane Lions","Mid",9,113
1002347,"Jack Payne","1999-10-15",198,100,2019,"Brisbane Lions","Key Def",40,0
1002235,"Cam Rayner","1999-10-21",187,90,2019,"Brisbane Lions","Gen Fwd",16,0
271072,"Daniel Rich","1990-06-07",183,90,2019,"Brisbane Lions","Gen Def",10,165
297258,"Nicholas Robertson","1995-06-03",191,97,2019,"Brisbane Lions","Gen Def",18,47
290311,"Mitch Robinson","1989-06-07",184,88,2019,"Brisbane Lions","Wing",5,149
993836,"Sam Skinner","1997-06-29",198,98,2019,"Brisbane Lions","Key Fwd",21,1
1006033,"Ely Smith","2000-09-13",188,90,2019,"Brisbane Lions","Mid-Fwd",8,0
992752,"Archie Smith","1995-07-19",202,109,2019,"Brisbane Lions","Ruck",44,9
1002401,"Brandon Starcevich","1999-07-24",186,90,2019,"Brisbane Lions","Gen Def",37,0
296211,"Lewis Taylor","1995-02-17",174,82,2019,"Brisbane Lions","Wing",28,85
291550,"Josh Walker","1992-11-12",197,98,2019,"Brisbane Lions","Key Def",14,60
998128,"Alex Witherden","1998-09-10",188,86,2019,"Brisbane Lions","Gen Def",29,9
1002244,"Toby Wooller","1999-03-16",193,89,2019,"Brisbane Lions","Mid-Fwd",34,0
261224,"Dayne Zorko","1989-02-09",175,78,2019,"Brisbane Lions","Mid",15,122
291802,"Tomas Bugg","1993-04-05",183,85,2019,"Carlton","Gen Fwd",,93
281124,"Levi Casboult","1990-03-15",199,103,2019,"Carlton","Key Fwd",41,94
1008154,"Matthew Cottrell","2000-02-29",185,76,2019,"Carlton","Gen Def",46,0
990704,"Patrick Cripps","1995-03-18",195,93,2019,"Carlton","Mid",9,59
993795,"David Cuningham","1997-03-30",186,83,2019,"Carlton","Gen Fwd",28,11
996731,"Charlie Curnow","1997-02-03",192,95,2019,"Carlton","Key Fwd",30,27
270146,"Ed Curnow","1989-11-07",179,87,2019,"Carlton","Mid",35,122
1004912,"Tom De Koning","1999-07-16",203,94,2019,"Carlton","Ruck",12,0
298446,"Josh Deluca","1996-05-11",179,80,2019,"Carlton","Gen Fwd",47,4
295518,"Sam Docherty","1993-10-17",185,85,2019,"Carlton","Gen Def",15,92
1002256,"Paddy Dow","1999-10-16",187,82,2019,"Carlton","Mid-Fwd",2,0
290821,"Alex Fasolo","1992-06-08",179,84,2019,"Carlton","Gen Fwd",32,100
999827,"Zac Fisher","1998-06-15",179,75,2019,"Carlton","Mid-Fwd",25,17
990424,"Jarrod Garlett","1996-05-03",181,75,2019,"Carlton","Gen Def",21,17
296200,"Michael Gibbons","1995-05-15",176,76,2019,"Carlton","Gen Fwd",40,0
298316,"Hugh Goddard","1996-08-24",197,96,2019,"Carlton","Key Def",45,9
281078,"Liam Jones","1991-02-24",199,99,2019,"Carlton","Key Def",14,95
1001398,"Matthew Kennedy","1997-04-06",190,92,2019,"Carlton","Gen Fwd",7,19
998116,"Patrick Kerr","1998-07-31",196,97,2019,"Carlton","Key Fwd",36,0
261299,"Matthew Kreuzer","1989-05-13",200,101,2019,"Carlton","Ruck",8,161
296439,"Darcy Lang","1995-11-21",182,82,2019,"Carlton","Gen Fwd",16,44
992276,"Kym LeBois","1998-05-22",175,73,2019,"Carlton","Gen Fwd",42,0
261230,"Matthew Lobbe","1989-02-12",200,100,2019,"Carlton","Ruck",27,92
998226,"Harrison Macreadie","1998-04-11",198,91,2019,"Carlton","Key Def",26,8
298302,"Caleb Marchbank","1996-12-07",193,93,2019,"Carlton","Gen Def",22,23
297255,"Mitch McGovern","1994-10-11",191,89,2019,"Carlton","Key Fwd",11,36
1000953,"Harry McKay","1997-12-24",204,100,2019,"Carlton","Key Fwd",10,2
250105,"Marc Murphy","1987-07-19",180,80,2019,"Carlton","Mid",3,236
297907,"Nic Newman","1993-01-15",187,81,2019,"Carlton","Gen Def",24,20
1002259,"Lochie O'Brien","1999-09-18",185,77,2019,"Carlton","Wing",4,0
1011924,"Finbar O'Dwyer","2000-07-24",192,82,2019,"Carlton","Key Fwd",38,0
1013973,"Matthew Owies","1997-03-19",180,80,2019,"Carlton","Gen Fwd",44,0
994539,"Sam Petrevski-Seton","1998-02-19",182,80,2019,"Carlton","Gen Def",5,20
